age,gender,porient_1,country,care1,care3,care4,care8,care11,care12,care13,care14,equalFairness6,equalFairness10,equality2,equality4,equality6,equality10,equality11,propFairness1,propFairness3,propFairness8,propFairness9,proportionality5,proportionality9,proportionality12,proportionality17,loyalty3,loyalty5,loyalty6,loyalty8,loyalty12,loyalty13,loyalty14,loyalty16,loyalty_new1,authority1,authority4,authority6,authority8,authority11,authority14,authority17,authority18,authority20,purity2,purity3,purity4,purity6,purity7,purity9,purity13,purity14,purity17,attention1,attention2,attention3,first_language,religion,religiosity_1,education,status
33,1,5,Mexico,4,2,4,3,5,3,2,4,2,3,5,1,1,2,5,1,1,1,1,1,5,2,2,5,5,3,4,3,1,1,4,3,2,1,2,3,2,5,5,5,4,2,4,4,1,3,5,1,2,4,3,5,2,Castellano,6,1,2,7
27,1,6,Argentina,3,4,4,4,3,4,4,4,3,3,3,3,1,2,1,4,3,3,5,5,4,4,5,4,4,4,5,4,4,4,4,4,3,3,3,3,4,3,4,4,4,1,1,3,1,3,1,1,1,1,3,5,2,Español,6,4,2,8
23,1,2,Mexico,2,2,4,3,4,2,2,2,3,3,3,1,1,2,4,1,4,4,2,3,4,3,4,4,4,3,4,3,2,5,1,3,4,4,3,4,5,3,4,5,5,3,5,1,1,3,1,1,4,2,3,5,2,Español,6,2,2,5
30,1,5,Chile,3,4,5,3,5,4,3,4,4,2,3,4,2,3,5,3,4,2,2,4,4,3,5,5,3,4,3,3,3,4,2,3,2,2,2,2,4,4,3,4,3,3,3,4,1,2,2,1,4,2,3,5,2,Español,6,0,6,9
50,1,5,Russia,3,4,5,4,4,4,4,4,1,3,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,5,4,3,5,5,5,3,3,4,3,4,2,2,4,5,3,5,2,Русский,1,3,4,8
21,1,5,Argentina,2,4,4,4,2,3,4,2,2,5,4,2,1,2,1,5,4,5,4,5,4,3,3,5,4,3,2,2,2,2,1,4,5,2,3,5,5,5,2,5,3,4,4,5,4,4,2,3,4,2,3,5,2,Español,1,1,3,4
57,1,1,Japan,2,1,4,3,3,3,3,2,1,3,2,1,1,1,2,4,2,4,1,2,2,1,4,4,1,1,3,1,2,2,1,1,4,2,3,2,3,2,5,2,2,2,3,3,2,1,4,2,2,4,3,5,2,日本語,7,0,5,5
20,1,6,Russia,3,2,3,4,2,2,2,2,3,2,3,4,3,3,2,4,4,4,3,3,4,4,4,3,2,4,3,1,1,4,2,1,4,2,2,4,3,2,2,2,1,3,1,4,1,1,2,2,2,1,3,5,2,Русский,6,1,3,6
26,1,8,Argentina,3,3,4,4,3,3,3,4,3,2,3,3,3,2,3,3,2,3,3,5,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,5,5,2,3,4,3,5,2,Español,1,6,4,5
37,1,7,Peru,3,4,2,2,2,3,3,4,2,2,4,4,1,2,2,4,3,3,2,2,2,2,4,3,4,2,4,3,4,2,2,3,2,4,3,3,2,2,1,3,2,3,4,3,2,3,3,2,2,2,3,5,2,Español,7,10,4,6
52,1,6,France,4,3,4,4,1,3,3,3,4,2,3,2,4,3,5,5,3,5,3,3,3,3,5,5,5,5,3,2,4,2,3,3,3,2,3,2,4,5,5,5,5,2,4,1,5,3,1,3,5,4,3,5,2,Française,1,7,2,4
24,1,10,Peru,4,4,4,4,4,4,4,4,1,4,3,2,3,2,4,4,4,3,3,3,4,3,3,3,4,4,3,4,2,4,3,3,4,2,3,4,4,4,4,4,4,4,4,3,1,1,3,3,4,4,3,5,2,Castellano,6,3,2,10
18,1,10,Argentina,2,5,4,5,3,5,2,4,1,1,1,1,1,1,1,5,5,4,5,5,5,5,2,5,2,4,2,2,3,2,1,2,3,1,3,5,3,2,5,5,4,2,4,4,1,2,3,3,2,1,3,5,2,Español,6,0,3,5
35,1,5,Russia,2,4,3,4,3,4,2,4,3,2,2,3,4,3,4,5,4,4,4,4,4,4,4,4,5,3,5,4,5,5,4,3,5,4,5,5,5,4,5,4,4,4,3,4,4,4,1,3,1,3,3,5,2,Русский,6,0,3,3
30,1,3,Argentina,4,5,5,5,4,4,5,5,5,3,4,2,5,4,3,4,5,4,5,5,5,4,5,3,3,4,2,2,3,5,4,4,4,3,4,4,3,2,2,3,3,1,4,5,1,3,3,1,3,1,3,5,2,Español,6,0,4,7
18,1,3,Russia,3,4,5,4,4,4,5,4,2,2,5,1,4,1,4,4,3,5,4,5,5,5,4,1,1,4,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,3,1,3,1,3,2,1,2,4,3,5,2,Русский язык,6,0,2,3
23,1,2,Columbia,4,3,3,5,4,3,5,5,2,5,5,2,1,3,4,4,4,5,5,5,4,5,5,5,3,4,4,5,4,4,2,4,5,3,5,5,4,5,3,5,3,4,4,5,4,3,4,3,5,1,3,5,2,Ingles,6,0,4,6
69,1,6,Ireland,2,3,3,3,3,3,3,3,1,2,1,1,1,1,2,3,3,3,2,3,3,2,3,4,4,3,3,4,4,3,4,3,2,3,3,3,3,4,4,4,3,2,2,3,1,1,1,1,1,1,3,5,2,English,1,6,2,6
52,1,8,France,3,3,4,4,4,3,3,3,2,3,2,1,3,1,4,5,4,3,5,5,5,5,5,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,3,4,3,1,3,3,1,4,2,3,2,2,3,5,2,français,1,4,6,8
18,1,3,Chile,5,5,5,5,5,5,5,5,4,4,5,5,3,5,4,4,4,5,4,4,5,5,5,4,2,5,2,4,1,5,1,5,3,2,4,5,4,2,5,3,5,1,4,4,1,3,5,1,5,3,3,5,2,Español,6,0,2,7
36,1,10,Russia,2,4,5,4,4,4,3,4,4,4,4,4,1,5,5,5,4,3,4,3,4,3,5,5,4,5,5,3,5,5,4,4,5,3,2,5,3,1,5,4,3,4,3,4,2,4,3,2,4,2,3,5,2,Русский,1,6,5,5
43,1,1,Columbia,2,4,3,2,1,4,4,1,1,4,4,4,1,5,1,1,1,4,2,1,4,5,4,4,2,1,2,2,2,3,2,3,1,3,2,3,4,1,4,4,2,3,1,4,3,2,4,3,4,2,3,5,2,Español,1,3,3,4
19,1,8,Russia,3,4,3,3,4,3,4,4,5,2,4,5,5,5,4,4,5,4,4,4,4,5,4,4,3,5,3,3,4,5,3,4,4,3,3,5,3,3,3,4,4,4,5,5,3,3,4,2,4,2,3,5,2,Русский,1,8,3,5
25,1,6,Columbia,1,1,3,2,2,3,2,4,2,3,3,2,1,1,2,1,2,3,2,3,4,3,3,4,4,4,4,4,3,4,4,4,2,2,2,1,3,4,4,4,4,3,3,4,4,2,3,2,2,4,3,5,2,Español,1,5,2,5
30,1,10,South Africa,4,4,5,5,4,5,4,4,5,1,5,5,2,5,2,4,4,5,1,5,5,1,5,4,4,4,4,4,1,5,4,2,2,4,5,5,4,2,4,4,5,4,4,4,5,3,4,1,5,5,3,5,2,English,1,8,4,5
30,1,5,Peru,3,4,4,3,3,4,4,4,4,2,5,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,2,3,5,2,4,4,3,4,5,3,5,4,5,4,2,4,4,2,3,5,3,5,2,3,5,2,Castellano,7,5,4,5
21,1,3,Peru,3,4,2,3,2,4,2,4,3,3,3,3,2,4,3,4,3,4,3,3,4,3,3,3,4,4,2,4,3,4,3,3,3,3,4,3,4,3,2,4,4,3,3,2,4,4,3,2,2,5,3,5,2,Español,6,5,3,7
20,1,10,France,4,5,5,5,5,4,5,3,4,4,5,3,3,5,4,4,4,3,4,5,5,4,4,5,5,5,5,5,4,5,3,4,5,3,5,2,5,5,5,5,4,3,5,4,5,4,5,2,5,2,3,5,2,Français,2,10,2,5
45,1,10,Peru,4,4,3,4,4,3,3,3,3,3,4,3,1,3,3,3,3,2,2,3,4,3,3,5,3,3,1,4,1,4,1,3,2,2,4,2,4,2,4,5,4,1,4,3,1,2,3,1,4,2,3,5,2,Español,1,8,5,7
29,1,7,Russia,3,2,2,4,2,3,2,2,2,1,1,1,3,2,2,4,4,4,4,4,4,4,4,5,3,4,3,3,3,3,2,1,3,3,3,3,3,3,3,4,3,2,2,2,2,2,1,1,4,2,3,5,2,Русский,6,0,3,4
19,1,6,Chile,4,5,4,5,5,5,5,5,2,4,4,4,3,4,2,5,4,2,2,3,5,4,5,3,2,5,3,3,3,5,3,4,3,3,4,4,4,4,4,4,3,2,3,4,1,3,3,2,4,3,3,5,2,Español,7,1,3,6
20,1,7,Peru,4,5,4,5,5,4,4,5,2,1,1,1,1,1,4,5,5,4,5,5,5,5,5,4,5,5,4,3,5,5,5,4,4,4,2,5,3,4,4,2,4,1,3,3,1,2,2,1,2,1,3,5,2,Español,1,4,4,7
50,1,5,France,3,4,4,4,3,3,4,4,3,4,3,3,3,4,4,5,3,4,4,4,4,4,4,3,3,3,1,3,1,3,4,3,3,3,4,3,4,3,3,4,4,1,4,3,1,4,3,1,4,3,3,5,2,francais3,6,6,5,5
42,1,6,Columbia,2,2,2,4,3,1,2,2,2,4,1,1,1,1,4,4,3,4,3,2,4,3,2,3,4,4,5,2,4,5,3,2,2,2,2,4,4,4,4,4,3,1,1,1,1,1,3,1,3,1,3,5,2,español,1,7,3,7
39,1,5,Russia,3,4,4,5,4,4,4,4,2,3,4,2,3,2,4,5,4,4,4,4,5,4,5,4,4,4,4,2,4,5,4,4,4,3,4,4,4,3,4,5,4,4,4,4,3,4,4,3,4,4,3,5,2,Русский,2,5,3,4
33,1,7,Russia,4,5,5,4,4,4,4,5,4,5,4,3,4,3,4,2,4,4,4,4,4,3,4,5,3,5,5,3,5,2,1,4,4,2,5,3,5,1,5,3,2,5,4,5,2,3,3,2,2,2,3,5,2,Русский,1,4,5,6
21,1,8,Peru,3,4,4,5,3,3,3,3,2,4,2,4,2,3,3,2,3,3,4,4,4,4,4,4,4,4,4,5,4,3,4,3,2,2,2,4,5,4,5,5,3,2,4,5,5,3,2,2,3,5,3,5,2,Español,1,6,3,4
40,1,5,Argentina,4,3,5,5,5,3,4,4,4,2,4,4,2,3,2,3,2,4,3,3,5,3,4,5,3,3,4,3,3,4,2,3,5,2,3,4,4,4,3,5,3,3,3,4,5,3,5,4,2,2,3,5,2,españo,1,8,3,6
26,1,8,France,3,4,4,3,4,3,4,4,2,2,2,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,3,4,3,4,4,4,2,3,4,1,3,3,1,4,3,3,5,2,Français,1,7,2,7
53,1,10,Columbia,5,5,5,5,4,5,5,5,4,4,2,2,1,1,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,2,5,5,3,5,1,2,5,5,3,5,2,Español,1,9,3,4
25,1,8,Peru,4,4,4,4,3,4,3,3,1,2,3,3,1,2,2,2,4,4,3,3,4,3,4,5,4,3,5,2,3,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,1,4,4,3,5,2,Castellano,1,5,4,5
28,1,8,Columbia,4,3,4,3,4,3,4,4,3,2,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,4,3,3,4,4,4,1,4,4,2,5,4,3,3,2,1,3,1,3,5,2,Español,1,5,3,8
31,1,1,Russia,5,5,5,5,5,5,5,5,5,4,4,3,5,3,5,5,5,4,5,4,4,4,5,5,5,3,5,5,5,4,5,2,1,1,5,5,5,1,5,5,5,5,4,5,4,4,5,1,5,5,3,5,2,русский,6,0,5,7
33,1,3,Russia,4,4,4,3,3,3,2,3,2,3,4,4,4,2,4,5,4,4,3,4,4,4,4,4,3,3,3,2,3,4,2,3,3,2,4,4,4,2,4,4,4,2,4,3,4,2,2,4,2,2,3,5,2,Руский,1,4,4,5
22,1,6,Columbia,4,4,5,4,4,4,3,3,3,4,3,1,3,2,3,5,4,4,3,4,5,4,5,3,2,4,2,3,2,3,1,3,3,1,2,2,2,2,3,3,2,3,3,3,2,3,2,2,3,2,3,5,2,Español,6,2,2,4
32,1,7,Belgium,4,3,5,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,5,2,4,2,4,5,2,4,4,5,2,5,5,4,4,3,5,3,3,3,4,5,4,4,4,4,4,5,3,5,2,Nl,6,2,5,6
40,1,6,Russia,3,4,3,4,4,4,4,3,2,3,2,2,5,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,2,3,4,3,3,2,4,4,3,2,2,3,1,3,2,1,2,2,3,5,2,Русский,1,1,2,3
61,1,3,France,4,5,5,5,4,5,5,5,1,5,3,2,1,1,3,4,5,2,3,5,4,3,5,5,1,5,1,5,1,1,1,4,5,1,4,1,5,5,5,5,4,5,5,5,3,1,4,1,4,4,3,5,2,Français,1,9,1,3
48,1,10,Argentina,3,4,4,3,4,4,4,4,1,1,2,1,1,1,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,5,4,5,5,4,5,2,5,5,1,1,2,1,4,5,3,5,2,Castellano,1,8,6,5
40,1,5,South Africa,4,5,4,4,4,4,3,4,3,1,3,3,4,3,2,5,5,4,1,5,5,5,4,3,4,3,5,5,5,5,5,4,5,3,4,5,5,5,5,5,3,4,5,5,5,3,5,3,5,4,3,5,2,English,6,0,5,8
27,1,10,Russia,3,4,4,5,2,4,1,4,5,5,5,5,5,4,2,5,5,5,5,5,4,4,4,5,5,5,4,4,5,5,1,4,4,3,4,4,4,2,5,5,3,3,5,5,5,1,3,3,5,4,3,5,2,Русский,1,10,3,4
52,1,3,Russia,5,4,3,4,4,4,4,4,1,1,2,1,1,2,4,4,5,4,4,4,4,4,5,4,4,4,5,3,5,4,5,2,4,2,4,4,5,2,5,2,4,5,3,2,4,4,3,2,4,1,3,5,2,русский,1,8,6,6
51,1,5,Argentina,4,4,4,3,2,3,4,4,1,4,2,1,1,1,2,4,4,2,2,1,4,1,2,4,2,2,4,4,4,5,4,4,4,2,4,4,4,2,4,4,4,4,2,4,2,2,1,4,3,4,3,5,2,Español,1,8,5,4
36,1,10,Russia,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,5,3,4,4,4,4,4,4,5,5,5,5,4,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,4,4,3,5,2,Русский,1,8,4,8
19,1,NA,Chile,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,2,español,6,5,2,6
49,1,NA,Argentina,5,3,2,3,3,4,3,3,3,4,2,5,2,4,1,4,3,5,3,3,3,5,5,5,3,3,5,5,5,3,3,2,2,2,3,3,4,5,3,3,5,5,4,5,3,3,5,2,3,4,3,5,2,Castellano,6,0,2,4
24,1,7,Belgium,1,2,2,4,1,3,3,3,1,2,4,1,3,1,4,4,5,4,4,5,3,4,5,5,4,4,5,5,5,5,5,4,3,3,4,4,4,4,5,5,3,1,3,2,1,2,4,1,3,2,3,5,2,Français,6,1,1,6
45,1,7,France,3,4,4,4,3,4,3,4,2,2,2,1,3,1,3,4,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,2,5,3,5,4,4,5,5,4,4,2,4,3,2,4,3,2,3,4,3,5,2,Français,1,7,2,5
37,1,5,Russia,3,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,2,1,3,3,1,5,5,5,1,5,5,3,3,5,5,1,5,5,1,5,5,3,5,2,русский,1,5,5,3
56,1,6,Egypt,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,3,5,2,العربيه,2,8,3,5
22,1,5,Peru,1,2,5,3,2,2,5,4,1,3,5,1,2,1,5,4,3,5,2,2,3,3,4,3,1,3,3,5,1,1,1,2,3,3,1,1,2,2,2,1,2,1,5,4,1,1,3,1,2,1,3,5,2,Español,6,5,3,8
21,1,5,Peru,4,4,5,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,5,4,3,5,4,4,4,3,5,2,Español,1,7,3,5
35,1,4,Argentina,5,4,5,5,4,4,4,4,1,4,1,1,2,1,4,1,4,4,4,4,5,3,5,3,2,2,3,2,1,5,1,3,2,2,2,3,4,4,3,4,4,1,1,4,1,1,2,1,4,4,3,5,2,Español,1,3,6,5
32,1,10,Columbia,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,5,2,Español,1,10,5,9
28,1,9,Peru,4,4,4,4,3,4,5,4,1,1,4,1,3,1,2,5,4,3,5,5,5,5,4,4,4,4,3,4,3,4,4,3,2,2,3,5,3,5,3,5,4,4,3,2,3,4,4,2,5,4,3,5,2,Español,7,9,6,5
27,1,1,Columbia,4,2,3,2,2,3,2,2,2,2,2,2,1,3,2,5,1,1,2,1,3,3,2,3,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,2,3,2,1,2,1,1,5,1,3,5,2,Español,6,0,6,5
26,1,5,Peru,5,4,5,4,4,3,4,4,3,4,4,2,2,3,3,5,5,5,1,4,5,3,4,5,3,5,4,3,4,5,3,4,3,3,3,4,3,4,3,5,4,2,5,5,3,4,4,2,2,5,3,5,2,Castellano,7,5,3,7
20,1,10,Chile,2,5,4,5,4,4,3,4,2,2,1,2,2,1,4,5,4,3,5,5,5,4,5,5,5,5,5,2,5,4,5,3,3,3,2,4,4,3,4,4,3,2,3,4,3,4,2,1,4,1,3,5,2,Español,1,7,2,7
24,1,6,Russia,4,3,3,3,3,2,3,3,2,3,3,2,2,2,3,4,5,5,5,5,5,5,4,5,3,4,4,3,5,4,4,4,3,3,3,4,4,2,5,4,4,4,5,4,4,4,3,3,3,3,3,5,2,Русский,5,1,4,8
41,1,6,Columbia,5,4,5,5,4,3,5,5,3,2,3,2,1,2,2,4,3,4,2,2,5,3,5,5,3,4,2,2,3,4,4,1,2,2,4,3,5,3,4,4,5,4,4,5,5,2,4,3,4,2,3,5,2,epañol,7,6,6,7
35,1,10,Peru,3,3,4,3,2,3,4,1,1,4,3,3,1,1,2,2,4,4,4,4,5,4,4,5,4,4,4,3,4,4,3,4,4,1,4,4,4,4,4,4,4,3,4,4,3,4,3,1,4,3,3,5,2,Español,1,7,3,6
57,1,5,New Zealand,3,4,3,4,4,3,4,3,4,3,4,3,1,1,2,4,3,1,1,2,3,3,3,4,1,3,1,3,2,1,1,3,4,2,3,4,2,4,4,4,4,1,4,3,4,4,3,1,3,1,3,5,2,English,1,8,3,6
37,1,6,Columbia,4,3,4,4,4,4,5,3,3,3,3,2,4,3,2,4,3,3,3,4,2,4,4,3,2,3,5,3,3,4,4,4,3,3,3,4,3,4,4,4,3,2,2,4,4,4,4,2,4,4,3,5,2,Español,1,6,3,7
38,2,1,Mexico,5,1,5,5,3,4,3,3,4,4,3,5,1,3,1,5,5,5,5,1,5,4,5,5,5,5,5,5,4,5,5,4,3,1,5,4,4,5,4,5,5,1,4,5,5,3,4,1,5,4,3,5,2,Español,1,4,3,8
32,1,10,Peru,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,2,Español,1,5,2,5
21,1,4,Chile,4,4,4,4,4,4,4,5,2,4,2,2,2,1,4,4,4,3,3,3,4,3,4,2,1,3,2,2,2,4,2,3,5,3,3,4,3,3,4,4,3,2,3,3,3,2,2,4,4,2,3,5,2,Español,1,4,3,6
NA,1,7,Russia,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,4,5,4,5,4,5,4,3,4,4,5,4,3,3,4,3,4,4,4,4,4,5,5,4,4,4,4,4,5,3,2,4,3,5,2,Русский,1,7,4,7
30,1,4,Columbia,5,4,2,4,4,4,4,3,3,4,4,3,2,3,3,4,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5,4,4,5,5,5,4,4,5,4,3,4,3,5,4,3,5,2,Español,1,7,4,5
50,1,7,Peru,3,2,4,4,4,3,4,4,3,3,4,4,3,4,3,5,4,3,4,3,4,3,3,4,5,4,5,4,5,5,5,3,4,4,3,3,3,5,3,4,3,2,3,4,3,3,1,5,4,4,3,5,2,Español,1,7,6,10
39,1,8,Argentina,4,3,1,4,3,3,3,3,3,2,4,2,1,3,1,4,3,5,4,4,5,4,4,4,4,5,2,4,4,5,2,4,4,3,4,4,3,4,3,4,4,1,3,3,1,3,1,1,2,2,3,5,2,Castellano,1,1,2,5
21,1,10,France,4,4,5,5,3,3,4,4,4,2,3,3,3,2,4,4,5,4,5,5,4,5,5,5,5,4,4,5,5,4,5,2,4,3,5,4,5,4,5,5,5,3,5,5,4,3,4,3,3,2,3,5,2,Le français,1,8,2,8
55,1,5,Japan,5,3,3,5,5,5,5,4,4,1,4,4,1,5,2,5,5,5,5,5,4,5,5,5,3,5,4,4,4,5,4,5,4,4,4,4,4,1,5,3,4,3,4,4,3,5,4,2,5,5,3,5,2,日本語,5,7,5,8
23,1,5,Peru,4,5,5,5,4,4,4,4,3,5,2,4,3,2,3,2,3,1,3,4,5,2,3,5,3,3,4,5,1,5,3,5,1,5,4,5,4,5,5,3,4,3,5,5,4,4,1,3,4,2,3,5,2,Español,7,8,5,7
22,1,6,Chile,4,4,4,4,4,4,5,3,4,4,3,4,2,3,3,4,4,3,3,4,5,3,4,5,5,4,5,3,4,5,5,5,5,4,5,5,4,5,5,3,5,3,4,4,3,3,3,4,3,4,3,5,2,Español,1,6,4,3
19,1,8,Chile,3,5,5,5,4,4,2,3,1,2,1,1,1,3,2,4,5,5,4,5,4,4,5,4,1,4,3,2,2,3,1,5,5,4,3,5,4,3,2,4,2,1,5,3,1,1,1,1,3,1,3,5,2,Español,1,0,2,5
37,0,6,Russia,4,5,4,4,5,5,4,4,3,3,4,3,4,3,3,5,4,4,5,4,4,4,4,5,4,5,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,2,4,4,2,5,4,2,4,4,3,5,2,русский,1,3,5,5
30,1,6,Peru,3,2,5,4,3,3,2,3,3,1,5,2,2,2,2,3,4,4,3,2,2,2,4,2,3,3,4,3,3,2,2,2,3,3,2,3,2,5,1,4,2,2,2,4,2,1,1,2,3,4,3,5,2,Español,6,0,3,5
33,1,10,Peru,4,4,4,5,4,5,4,4,3,2,4,1,1,1,4,4,5,2,4,4,4,4,4,5,5,5,4,5,2,4,4,5,5,4,4,5,5,5,4,5,5,5,5,5,4,4,3,1,5,4,3,5,2,Español,1,6,6,8
42,1,6,Columbia,5,5,5,5,5,5,5,5,3,5,3,3,3,2,5,5,3,5,5,4,5,3,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,3,5,2,Español,1,8,4,6
18,1,5,South Africa,4,4,5,5,3,4,4,4,4,3,4,3,3,4,4,5,3,4,2,4,3,2,4,5,5,4,5,4,5,5,4,4,5,4,4,4,5,5,5,4,3,4,5,5,5,4,3,4,2,3,3,5,2,IsiZulu,1,NA,3,5
55,0,4,France,4,4,4,4,5,4,4,4,3,4,4,2,3,2,4,4,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,3,5,2,Français,1,7,4,6
23,1,7,Columbia,4,4,4,5,4,4,4,5,4,5,5,3,1,3,4,5,5,4,4,4,5,4,4,5,5,5,2,4,4,5,3,5,5,3,3,5,3,5,3,4,3,1,1,5,3,5,4,1,3,3,3,5,2,Español,6,0,5,4
41,1,10,Columbia,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,4,5,5,5,5,5,5,1,1,5,4,5,3,1,1,5,3,5,2,Español,1,8,6,8
22,1,7,South Africa,5,5,5,5,3,5,5,5,3,4,5,5,1,5,5,5,5,5,3,3,5,3,5,5,5,5,3,5,3,5,5,5,5,5,3,5,3,5,5,5,5,3,5,5,3,3,5,1,5,5,3,5,2,Ndebele,1,8,3,5
63,1,1,France,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,3,3,1,3,3,3,3,4,2,2,4,3,4,3,3,2,4,2,3,2,1,3,2,4,3,5,1,4,2,1,3,4,4,1,3,3,5,2,Français,6,0,4,4
19,1,6,Columbia,4,4,4,4,4,3,4,4,2,5,4,3,2,3,4,3,2,2,1,3,4,3,4,4,2,4,4,2,3,2,1,4,3,1,4,4,4,3,3,5,4,3,4,5,3,2,2,2,5,4,3,5,2,Español,1,5,3,4
20,1,5,Chile,5,5,5,5,5,5,5,5,2,1,5,3,1,3,4,4,5,4,4,5,5,5,5,4,1,5,2,1,1,5,1,5,3,1,4,5,4,3,2,4,5,3,5,5,3,3,1,2,4,4,3,5,2,Español,1,5,3,6
43,1,7,Argentina,5,4,5,4,4,4,4,4,3,2,4,3,2,3,3,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,2,4,3,4,4,3,3,3,4,4,4,1,4,4,1,1,3,1,4,3,3,5,2,castellano,1,5,3,5
43,1,7,France,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2,3,4,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,5,3,4,4,4,4,4,1,2,2,1,3,5,3,5,2,3,5,2,Francais,1,4,2,6
49,1,5,Japan,3,4,4,4,4,5,5,3,2,1,3,1,2,2,2,3,3,3,3,2,2,3,3,4,3,3,3,3,3,4,1,2,3,2,3,3,4,3,4,2,4,4,2,3,3,2,4,2,4,4,3,5,2,日本語,5,5,4,5
33,1,2,Columbia,5,4,4,4,5,4,4,3,3,3,3,1,1,1,2,3,4,4,4,4,5,3,5,3,3,5,4,4,3,5,3,2,3,3,2,4,3,2,3,4,4,2,5,5,1,2,4,1,4,2,3,5,2,Español,1,6,4,6
29,1,10,Peru,3,2,4,3,2,3,3,3,2,4,2,2,1,3,2,4,3,4,3,2,3,3,3,4,4,4,4,4,3,3,4,4,2,2,3,4,3,2,4,3,4,2,4,2,1,2,4,4,4,3,3,5,2,Español,1,6,2,2
24,0,6,Russia,4,5,5,5,4,4,5,5,3,3,4,4,3,1,4,4,3,4,3,5,4,3,4,5,4,5,4,4,5,4,3,5,3,3,5,4,4,4,4,4,4,4,4,3,4,2,3,3,4,1,3,5,2,Русский,2,10,3,8
27,1,3,Chile,5,4,5,5,4,4,3,3,4,1,4,5,2,5,5,5,5,3,4,4,5,4,4,4,2,5,2,2,3,5,2,3,3,3,3,5,3,2,2,4,4,1,4,5,1,3,4,1,5,5,3,5,2,Español,6,4,6,6
38,1,10,Russia,4,5,5,5,5,4,4,5,4,4,3,3,3,3,4,4,4,5,4,4,5,4,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,2,5,5,5,4,5,5,4,4,4,4,3,2,3,5,2,Русский,1,8,4,7
25,1,3,France,3,3,3,4,4,4,4,4,1,2,3,1,1,2,5,3,3,4,4,4,5,4,2,4,4,5,5,3,4,4,2,3,5,4,5,1,3,5,4,5,3,3,5,4,2,4,3,1,4,5,3,5,2,Français,1,4,4,8
25,1,3,France,4,3,3,3,4,2,2,4,4,4,3,1,3,3,3,5,3,3,2,4,4,3,3,3,2,4,3,3,2,4,4,4,3,2,3,2,2,4,2,4,4,4,2,3,3,5,3,3,4,4,3,5,2,Français,1,10,5,7
