age,gender,porient_1,country,care1,care3,care4,care8,care11,care12,care13,care14,equalFairness6,equalFairness10,equality2,equality4,equality6,equality10,equality11,propFairness1,propFairness3,propFairness8,propFairness9,proportionality5,proportionality9,proportionality12,proportionality17,loyalty3,loyalty5,loyalty6,loyalty8,loyalty12,loyalty13,loyalty14,loyalty16,loyalty_new1,authority1,authority4,authority6,authority8,authority11,authority14,authority17,authority18,authority20,purity2,purity3,purity4,purity6,purity7,purity9,purity13,purity14,purity17,attention1,attention2,attention3,first_language,religion,religiosity_1,education,status
43,0,3,Columbia,5,4,5,5,5,2,5,4,4,4,4,4,3,5,4,5,4,5,4,5,5,4,5,5,4,4,3,3,5,4,4,5,5,3,5,4,5,4,5,5,4,3,4,5,5,4,4,1,4,5,3,5,2,español,1,10,3,5
39,1,8,Switzerland,4,4,4,4,3,3,4,3,1,2,3,1,2,1,3,5,3,3,4,4,5,5,5,3,4,5,5,4,3,4,3,3,4,4,4,2,4,5,5,4,5,2,4,4,3,4,2,3,2,4,3,5,2,Français,1,7,2,8
37,1,5,Switzerland,4,4,3,3,4,4,4,5,4,5,4,5,4,4,5,4,5,3,4,4,4,4,4,4,5,4,3,4,3,5,4,3,5,5,4,4,5,4,4,4,3,4,4,4,4,4,4,4,3,4,3,5,2,french,1,8,6,9
44,1,6,Ireland,4,3,4,4,4,4,4,5,3,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,3,4,4,5,4,5,5,5,5,4,4,4,4,3,3,4,1,5,4,3,5,2,polish,1,5,5,2
69,1,7,Switzerland,4,5,5,5,4,5,5,5,1,1,2,1,1,1,4,3,5,5,5,5,5,5,5,4,3,4,3,4,2,3,3,1,3,2,1,1,3,1,4,3,2,1,2,5,1,2,3,3,4,2,3,5,2,allemande,6,0,5,7
37,0,8,Columbia,3,4,4,5,4,4,3,2,2,3,3,3,2,2,3,5,4,4,3,4,4,4,4,3,4,3,4,3,3,5,4,4,2,2,3,5,4,4,2,4,3,2,2,4,1,3,2,2,3,3,3,5,2,español,1,6,6,5
36,1,8,UAE,5,5,5,3,4,4,4,5,5,4,4,4,4,4,5,5,4,5,4,5,3,5,5,5,4,4,5,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,4,4,4,4,5,3,5,2,English,2,9,5,9
29,1,5,UAE,5,5,5,5,5,5,5,5,3,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,3,5,2,العربية,2,7,4,5
25,1,5,Ireland,3,4,5,4,4,4,4,2,4,2,4,2,4,3,4,4,3,4,1,2,3,2,4,3,2,3,2,4,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,5,2,ENglish,6,0,3,5
77,1,4,Ireland,5,5,5,5,5,5,5,5,2,2,5,2,1,2,5,5,2,4,3,3,5,2,4,5,2,5,5,5,3,3,4,1,4,2,4,2,4,3,5,4,4,2,5,5,1,4,2,1,3,4,3,5,2,English,6,0,4,8
73,1,6,Ireland,4,3,4,5,4,3,3,4,1,4,2,1,5,1,3,5,4,1,3,3,4,3,4,5,4,4,5,4,5,4,4,1,2,3,4,4,2,5,4,3,5,1,1,3,1,4,1,1,1,1,3,5,2,English,6,0,1,6
28,1,2,Ireland,3,4,2,2,3,4,3,2,2,3,2,2,4,4,4,1,1,3,1,1,3,1,3,1,1,1,2,2,1,1,1,1,1,1,2,2,4,1,5,1,1,1,3,4,1,1,3,1,2,3,3,5,2,German,7,2,3,5
30,1,8,UAE,5,5,3,5,5,5,5,5,2,2,5,3,5,3,4,5,5,4,5,5,4,5,5,4,4,3,3,4,3,3,4,3,2,1,4,1,3,1,3,5,4,3,3,4,2,3,2,4,4,4,3,5,2,العربية,2,4,4,3
68,1,4,Ireland,4,3,4,4,4,3,4,2,1,2,2,1,1,1,2,5,3,4,3,3,3,3,3,3,4,4,3,3,4,4,2,3,3,3,2,4,5,4,3,3,3,2,2,3,2,2,2,2,2,1,3,5,2,English,1,5,4,5
NA,1,5,UAE,5,4,4,4,4,5,4,5,3,1,4,3,1,3,2,4,5,5,2,4,5,4,4,4,5,5,5,4,5,5,5,1,3,4,3,4,4,4,5,5,4,4,4,4,5,4,4,4,5,5,3,5,2,العربيه,2,7,4,6
33,1,6,UAE,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,3,5,1,3,5,3,4,5,3,5,2,العربية,2,6,4,3
24,1,6,UAE,5,5,5,5,5,5,5,5,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,2,arabic,2,0,4,4
34,1,2,UAE,5,5,5,5,5,5,5,5,2,5,4,3,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,3,5,5,5,5,5,5,1,5,1,4,5,3,5,2,اللغة العربية,2,5,4,10
33,1,4,Switzerland,5,4,5,4,4,4,4,4,3,3,5,2,5,2,3,4,4,3,2,2,4,3,4,5,4,4,3,3,3,4,2,1,1,1,1,1,1,3,3,3,4,1,4,4,1,1,4,1,5,5,3,5,2,Français,1,5,5,5
35,1,3,Ireland,5,5,5,5,5,5,5,5,2,1,3,2,4,4,4,2,4,2,2,4,4,2,4,2,1,3,1,2,1,2,1,1,4,2,4,5,4,3,4,2,3,1,4,2,1,3,1,1,2,1,3,5,2,English,6,1,5,5
69,1,8,Switzerland,4,4,4,4,4,4,4,4,2,4,3,3,1,2,3,3,3,2,2,3,4,2,4,2,3,4,2,3,4,4,3,4,2,3,2,2,3,2,3,2,3,1,2,3,1,2,4,1,3,2,3,5,2,Francois,1,3,5,7
20,1,6,Ireland,2,2,2,2,2,3,3,3,1,1,3,1,1,1,3,3,3,3,2,4,3,3,2,4,2,3,4,2,4,3,3,4,3,2,2,3,3,2,3,3,2,5,1,2,1,1,1,1,1,1,3,5,2,English,1,8,2,8
29,1,5,Ireland,5,5,5,5,5,5,5,5,1,3,4,1,3,1,4,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,4,2,4,2,4,5,4,4,5,5,5,1,5,5,2,3,3,1,4,4,3,5,2,English,1,7,4,6
32,1,5,Ireland,3,5,4,4,4,4,3,4,5,5,5,4,4,5,4,4,4,3,1,3,5,2,5,2,1,4,3,2,3,2,1,2,3,3,3,5,3,3,2,2,4,1,4,5,1,1,3,1,4,1,3,5,2,Portuguesep,6,1,3,4
46,1,5,Ireland,4,3,4,3,3,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,3,4,5,2,2,2,4,2,4,2,4,2,2,2,2,2,2,2,2,3,3,1,2,4,1,1,3,2,2,2,3,5,2,Greek,1,3,5,7
45,1,5,UAE,5,5,5,5,4,5,4,5,1,1,1,1,1,1,4,2,3,2,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,3,4,5,3,4,2,5,3,5,1,3,5,3,2,3,4,5,3,5,2,العربية,2,6,4,4
50,1,6,UAE,4,5,5,4,3,5,4,5,2,3,2,3,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,3,5,2,Bengali,4,5,5,8
49,0,5,Russia,3,3,5,4,4,3,2,3,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,3,5,2,5,2,4,3,5,4,2,3,4,5,5,3,3,3,2,4,2,2,3,5,2,1,5,2,3,5,2,Русский,1,7,2,7
18,1,6,Ireland,4,5,4,5,5,4,5,4,1,1,3,1,4,1,2,5,4,5,5,5,4,5,3,4,4,5,5,5,1,5,5,5,5,3,3,5,5,4,5,3,4,2,4,4,4,2,1,1,3,1,3,5,2,English,1,8,3,6
71,1,5,Switzerland,3,3,3,3,4,3,3,4,1,2,2,1,3,2,3,5,5,4,4,4,4,5,4,5,4,4,4,3,4,3,4,5,4,3,3,2,4,4,3,3,3,2,4,3,2,3,3,5,4,4,3,5,2,Allemand,6,2,4,5
56,1,6,UAE,5,5,1,5,5,5,5,5,1,5,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,3,5,2,العربية,2,4,4,3
49,0,7,France,4,5,5,5,4,4,4,4,2,4,5,2,3,2,3,3,4,4,3,4,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,3,5,4,4,1,5,4,3,2,4,2,4,4,3,5,2,français,1,6,2,7
27,0,10,UAE,5,4,5,5,5,5,5,3,5,2,5,3,4,3,3,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,3,5,2,العربية,2,6,4,10
34,1,4,Switzerland,4,5,4,5,5,4,5,5,4,4,4,5,3,5,4,1,5,4,3,4,4,4,4,5,5,4,3,3,5,5,4,4,4,5,4,3,5,5,4,5,5,3,5,3,2,4,3,2,2,5,3,5,2,Français-Allemand,6,5,3,7
30,0,5,Morocco,3,3,1,4,3,3,3,3,1,3,5,2,1,1,4,5,4,4,4,5,4,3,5,4,5,5,5,4,5,5,4,3,3,2,3,4,4,5,3,5,3,5,4,5,5,2,2,5,4,5,3,5,2,العربية المغربية,2,7,6,5
47,1,5,Switzerland,4,5,5,5,4,5,4,5,3,3,3,3,3,3,4,3,4,5,4,5,4,5,5,4,3,4,2,3,1,2,2,4,3,1,1,4,3,4,4,4,5,3,4,5,2,4,2,4,4,5,3,5,2,italien,1,9,5,7
33,1,5,UAE,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Filipino,1,8,4,10
31,1,6,Ireland,3,4,2,2,3,3,3,4,3,4,5,2,3,3,1,2,2,4,2,4,4,3,5,5,3,3,5,5,4,5,2,2,3,3,2,4,2,2,3,3,4,1,3,3,1,4,3,4,1,3,3,5,2,ENGLISH,1,5,4,6
67,1,10,Ireland,4,4,4,4,4,4,3,4,1,4,4,3,4,3,3,4,4,3,3,3,4,3,4,4,4,3,4,3,3,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,3,4,3,4,1,3,3,5,2,English,1,8,2,5
30,1,7,Switzerland,3,3,4,5,2,3,3,3,2,1,3,2,4,1,3,5,5,5,5,5,4,4,5,2,5,4,5,4,5,3,4,1,4,3,4,3,5,4,4,5,5,4,3,4,4,3,4,4,3,3,3,5,2,francais,5,6,5,6
35,0,3,France,4,4,5,4,5,4,5,4,4,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,2,3,3,3,2,4,4,4,4,4,3,3,4,4,4,5,3,4,4,3,5,2,francais,6,0,5,5
34,0,10,UAE,4,1,3,1,3,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,5,4,3,4,3,3,5,1,3,3,4,3,3,5,2,English,7,10,4,5
NA,1,5,UAE,5,5,5,5,5,5,5,5,4,5,4,4,1,4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,2,العربية,2,8,4,6
42,1,5,Ireland,4,5,5,4,5,4,5,5,2,3,3,2,3,2,3,4,4,4,2,3,4,3,2,5,4,5,3,3,3,5,2,2,3,4,3,4,4,5,3,5,4,1,3,3,2,2,1,1,2,1,3,5,2,english,1,0,2,8
30,0,10,Egypt,3,5,1,5,4,4,4,4,3,4,4,3,1,2,4,5,3,2,4,3,4,4,4,5,4,3,5,4,5,4,4,4,5,3,4,5,3,4,5,5,5,5,4,4,5,5,3,3,1,1,3,5,2,عربي,2,8,3,7
36,1,8,Ireland,3,3,3,2,3,3,3,2,3,2,4,4,3,3,3,3,3,3,3,4,3,2,3,4,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,2,4,4,4,4,3,3,4,3,4,3,5,2,English,1,7,5,8
37,1,5,UAE,4,5,5,4,4,5,5,5,1,4,4,1,4,4,5,5,5,4,5,5,4,5,4,4,5,4,5,4,3,5,2,4,4,5,3,4,4,5,4,4,5,3,1,3,5,3,4,3,3,3,3,5,2,Memon,2,8,4,5
57,1,7,Ireland,3,3,4,4,3,3,3,4,1,2,4,1,1,2,3,4,3,3,3,4,3,4,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,4,3,1,3,3,1,3,2,1,3,2,3,5,2,english,6,2,3,6
54,1,3,Ireland,4,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,3,3,4,3,4,3,5,5,4,5,4,5,1,5,5,5,5,4,4,4,4,4,3,5,4,3,4,4,3,4,4,1,4,3,3,5,2,english,1,2,2,4
41,1,7,Ireland,3,3,4,3,3,3,3,3,2,1,2,1,1,1,2,4,4,4,4,4,4,3,4,3,3,3,1,4,2,3,1,2,3,3,2,3,2,3,3,3,2,1,1,2,1,1,3,1,1,1,3,5,2,English,1,4,4,7
58,1,8,Switzerland,3,4,5,5,2,3,2,3,5,1,5,5,4,5,3,3,4,4,3,5,5,3,4,4,4,5,3,4,4,2,3,2,4,2,4,3,4,4,2,4,4,1,2,2,1,3,3,1,2,2,3,5,2,Français,1,7,4,6
60,1,3,Switzerland,4,3,5,5,5,5,5,5,3,4,4,3,4,3,5,5,5,3,3,4,5,3,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,2,5,5,1,4,1,4,2,5,3,5,2,Allemand,6,2,4,4
41,1,5,Switzerland,4,3,4,4,4,4,4,4,5,5,5,5,4,5,5,5,3,3,1,1,3,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,2,5,4,5,4,1,1,2,1,2,1,1,2,2,3,5,2,Français,6,0,2,2
NA,2,1,Chile,1,2,1,3,1,3,3,2,4,2,3,3,2,3,1,5,4,4,4,4,4,5,3,4,4,1,5,5,4,3,4,4,3,2,3,1,3,1,4,5,2,3,4,4,3,3,1,5,5,3,3,5,2,Dick,2,0,6,10
33,1,10,UAE,5,4,5,5,3,4,4,4,1,3,1,2,1,3,5,3,2,3,4,5,4,4,5,5,5,4,5,5,5,4,5,5,3,4,4,5,4,4,3,5,5,5,1,3,4,3,4,1,5,4,3,5,2,العربية,2,10,4,7
47,1,8,Ireland,4,5,4,5,4,4,4,5,5,3,4,4,1,4,2,5,5,1,2,5,5,5,5,4,3,5,3,5,4,5,4,4,4,4,4,4,4,4,5,5,4,2,4,4,3,3,5,4,4,3,3,5,2,English,1,6,4,7
29,1,10,UAE,5,4,5,5,5,5,5,5,4,3,5,3,1,5,4,5,5,5,5,5,5,3,3,4,3,5,1,5,4,5,3,4,5,1,5,3,4,3,3,5,5,5,4,5,5,2,1,1,5,5,3,5,2,English,2,6,4,10
29,1,6,Ireland,4,4,2,5,4,4,3,4,5,4,5,5,5,5,4,5,3,3,2,3,3,2,3,3,2,3,3,3,1,2,2,2,3,1,2,2,3,2,3,2,3,3,4,3,2,3,5,2,4,1,3,5,2,English,6,0,3,5
42,1,1,Ireland,4,5,5,5,5,5,4,5,3,5,4,4,1,4,4,5,4,2,4,4,5,3,4,5,4,5,3,4,5,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,2,1,4,3,5,3,5,2,English,1,5,3,5
19,1,8,Ireland,5,3,5,4,3,5,5,5,2,5,3,2,1,2,2,5,2,1,1,2,2,1,2,3,2,3,2,2,2,2,1,5,2,2,2,3,2,2,2,2,1,3,2,3,1,3,2,2,1,2,3,5,2,Russian,6,0,2,5
41,1,5,UAE,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,3,3,3,5,2,العربية,2,7,4,3
35,0,6,Columbia,5,5,5,5,5,4,5,5,3,4,3,3,1,4,3,5,4,1,1,4,5,4,4,5,5,4,3,4,5,5,3,4,3,3,5,5,5,4,4,4,5,4,4,4,4,1,3,1,4,5,3,5,2,Español,1,6,6,4
48,0,8,Kenya,4,4,4,4,4,5,4,4,1,1,2,1,1,1,3,5,5,5,5,5,5,4,5,3,3,4,4,3,1,4,2,3,4,4,2,4,2,3,1,4,3,5,5,5,5,5,3,3,4,5,3,5,2,Kikuyu,1,10,5,8
33,1,5,Switzerland,4,4,4,4,5,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,5,2,Deutsch,1,9,5,8
33,1,6,Switzerland,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,2,Deutsch,6,10,5,10
56,1,8,Switzerland,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,3,2,4,4,4,4,4,5,5,4,4,4,4,5,4,4,3,4,3,4,5,5,4,5,1,4,4,3,4,4,2,5,4,3,5,2,Français,1,6,2,4
27,1,4,Switzerland,5,5,1,5,5,5,5,4,5,4,4,5,5,4,4,4,3,2,2,3,3,3,3,5,3,5,4,2,3,4,4,5,5,3,3,3,3,4,4,3,3,3,4,4,1,4,4,2,3,2,3,5,2,Allemand,1,3,5,8
75,1,5,Switzerland,4,4,5,5,4,5,4,4,3,2,3,3,3,3,4,5,4,4,2,3,4,2,4,4,5,3,5,4,5,3,5,3,4,4,4,2,5,5,5,5,5,1,1,3,1,4,3,4,3,4,3,5,2,français,1,7,4,8
74,1,5,Switzerland,3,4,5,4,4,4,3,3,2,4,3,2,1,2,3,5,3,3,3,4,4,4,4,5,5,5,5,4,5,4,5,3,2,4,4,3,4,5,5,5,4,1,3,3,2,4,2,3,3,5,3,5,2,français,1,2,2,5
33,1,5,Switzerland,4,3,4,4,4,3,4,4,4,3,4,3,4,3,5,4,3,3,2,4,5,3,4,4,3,4,2,4,3,5,3,3,3,3,3,2,4,5,4,4,4,1,4,4,2,4,5,3,4,2,3,5,2,espanhol,6,5,1,6
43,1,5,Switzerland,4,4,4,3,4,4,5,5,2,2,4,3,5,3,5,5,4,4,4,5,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,2,1,3,3,3,2,5,5,2,3,4,1,4,1,3,5,2,allemand,6,4,4,5
67,1,6,Switzerland,4,4,4,5,4,4,4,4,5,2,5,5,5,4,5,5,4,5,4,5,4,4,5,4,4,5,3,4,3,4,3,4,5,3,3,3,3,4,3,4,4,2,4,4,2,5,3,2,5,4,3,5,2,français,1,0,2,6
48,0,5,Belgium,3,4,4,3,3,4,3,4,3,3,3,3,2,2,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,5,4,3,4,4,3,3,4,4,3,4,3,4,3,3,4,3,4,3,5,4,3,5,2,France,2,6,4,6
20,0,4,Belgium,5,3,5,5,3,4,3,5,3,3,3,3,3,3,3,3,4,2,1,2,4,2,3,3,3,5,3,3,2,4,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,5,2,Neerlandais,2,9,2,5
20,0,6,Switzerland,5,5,5,5,5,5,5,5,4,4,5,4,3,4,5,3,5,3,4,4,5,2,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,5,2,5,5,5,5,5,5,3,5,2,5,5,3,5,2,English,1,10,4,5
33,1,10,Switzerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Deutsche,2,10,5,10
58,0,5,Russia,3,4,5,5,4,4,4,3,3,3,3,2,3,2,3,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,3,4,5,3,3,4,4,3,5,4,3,4,4,4,2,3,3,1,5,5,3,5,2,русский,1,7,5,5
33,1,10,Switzerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Deutsche,2,10,5,10
33,1,10,Switzerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Deutsch,1,10,5,10
21,2,6,Japan,4,4,4,4,3,3,3,2,4,3,2,3,1,3,2,3,4,5,5,4,4,4,3,4,1,3,2,4,5,4,1,4,4,4,3,4,2,3,3,3,1,3,5,4,3,4,1,1,1,3,3,5,2,日本,7,8,2,6
19,0,8,France,5,5,5,5,5,5,5,5,1,1,1,1,4,1,4,5,5,5,5,5,5,5,4,5,3,4,1,2,2,1,2,3,4,4,5,5,5,3,5,2,5,3,3,5,4,5,5,3,5,3,3,5,2,français,6,0,2,5
40,0,10,Ireland,4,4,3,5,5,4,3,4,3,4,4,2,3,2,4,5,4,5,4,5,4,4,5,5,5,4,5,4,5,5,5,3,4,3,5,5,5,5,5,3,5,2,4,4,3,3,1,2,4,2,3,5,2,English,1,7,5,7
33,0,5,UAE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,العربية,2,6,6,8
46,0,2,Columbia,4,4,4,5,3,4,4,4,4,4,4,3,2,3,4,4,4,4,2,1,4,3,4,1,1,4,2,3,2,4,1,2,3,2,2,5,1,2,3,4,3,1,3,4,1,1,4,1,3,1,3,5,2,Español,6,0,4,8
39,0,1,Columbia,4,5,5,5,3,4,4,5,4,5,4,3,5,4,2,3,2,3,3,3,4,3,5,2,4,5,5,5,3,5,3,5,4,1,4,5,5,5,3,4,2,4,4,4,3,4,4,4,4,3,3,5,2,Español,1,2,2,7
43,1,10,UAE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,5,2,arabic,2,5,4,6
34,1,5,Switzerland,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,3,2,3,3,3,4,3,4,4,4,2,4,4,2,3,3,3,2,3,3,5,2,italian,7,1,2,5
44,0,6,Mexico,4,4,4,3,4,3,4,4,1,4,1,2,1,1,1,3,3,4,3,4,4,4,3,4,3,4,3,4,3,5,3,4,3,3,4,2,3,2,4,3,4,1,4,5,1,1,4,3,4,3,3,5,2,Español,1,8,5,9
62,1,4,Switzerland,5,4,5,4,4,4,3,3,2,4,4,2,4,3,5,3,3,4,3,3,4,3,3,4,3,4,2,3,3,3,2,4,4,5,3,2,4,3,3,4,3,1,2,3,1,5,4,1,3,3,3,5,2,Allemand,1,1,6,8
42,0,5,Mexico,3,4,3,4,1,1,3,3,3,3,3,3,3,3,3,4,4,3,3,4,5,4,2,4,3,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,1,5,3,1,5,5,5,5,2,3,5,2,español,1,6,3,6
41,1,3,UAE,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,2,4,4,5,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,2,Urdu,2,8,2,5
20,0,6,France,4,5,4,5,5,5,3,4,2,1,3,2,3,3,3,4,5,4,3,5,5,5,5,5,3,5,5,2,3,5,3,3,3,3,5,3,5,4,5,5,4,3,5,4,5,2,4,3,3,5,3,5,2,Français,1,5,4,8
44,0,6,Mexico,4,4,4,4,4,3,3,3,2,1,3,2,1,2,2,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,3,3,3,1,3,2,4,4,5,5,4,3,3,4,3,3,3,1,3,3,3,5,2,espa{ol,6,0,3,9
38,0,10,Mexico,4,5,5,5,3,5,3,3,1,1,1,1,1,1,2,5,4,5,5,5,5,5,2,5,2,5,3,2,2,5,1,1,2,3,1,5,2,5,5,5,5,3,5,5,5,5,2,1,5,5,3,5,2,Español,1,8,4,8
51,0,6,Mexico,5,5,5,5,5,5,5,4,3,2,4,4,4,5,4,3,5,5,4,5,5,5,5,3,5,5,3,5,4,5,4,1,5,4,5,5,5,5,5,4,4,3,5,5,4,1,4,5,4,5,3,5,2,ESPAÑOL,1,8,3,6
33,1,10,Switzerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Deutsche,2,10,5,10
35,0,8,Mexico,3,3,3,4,2,3,2,4,4,3,4,2,3,3,4,4,4,4,4,2,4,2,4,4,3,3,4,3,3,3,3,3,3,1,3,4,4,2,3,4,2,3,4,4,3,1,3,1,3,1,3,5,2,Español,1,7,5,7
39,0,6,Peru,3,4,4,4,4,3,4,2,1,1,1,1,1,1,2,4,2,3,4,4,5,4,4,2,1,4,2,4,1,3,1,3,4,2,3,5,3,3,3,4,5,4,2,4,1,4,3,2,3,1,3,5,2,Español,1,5,4,6
36,0,4,South Africa,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,4,3,3,3,4,5,4,3,2,3,2,3,3,5,2,Español,1,8,2,5
44,0,6,Mexico,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,2,2,2,3,5,2,español,6,10,4,6
35,0,6,Mexico,5,5,5,5,5,5,4,5,3,5,4,2,4,4,1,3,5,5,4,3,5,5,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,1,1,1,5,5,3,5,2,español,7,10,4,10
57,1,1,Switzerland,3,5,5,5,5,4,4,5,5,4,5,4,3,3,5,5,3,4,3,4,4,3,4,4,3,5,1,4,2,3,1,2,3,3,2,2,2,3,3,2,5,1,2,5,1,1,3,1,4,3,3,5,2,Anglais,6,0,5,6
45,0,10,Mexico,5,5,5,4,5,4,5,5,4,3,5,3,1,4,3,4,3,4,3,3,4,3,3,3,4,3,4,3,2,4,3,4,3,1,3,3,4,3,4,5,5,3,3,4,3,4,4,1,3,1,3,5,2,Español,1,6,4,7
48,0,8,Mexico,3,2,3,3,3,3,4,4,4,4,3,4,4,4,4,2,3,3,3,3,4,5,4,3,5,4,3,4,3,3,3,4,3,3,2,3,2,4,3,5,3,4,3,4,3,3,3,2,3,2,3,5,2,Español,6,2,4,7
65,0,5,Belgium,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,Nederlands,1,8,2,5
37,0,3,Mexico,4,4,5,5,4,4,4,3,2,4,2,2,3,2,3,4,5,4,4,5,5,4,4,5,4,4,5,4,3,5,4,4,4,4,4,5,4,4,5,2,5,1,5,4,1,3,3,3,3,1,3,5,2,Español,6,8,4,4
